Rk,Player,Pos,Age,Tm,G,GS,MP,FG,3P,DRB,TRB
358,Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,1.6,2.9,3.8
359,Raul Neto,PG,30,CLE,48,1,10.5,1.2,0.3,0.8,1
360,Georges Niang,PF,29,PHI,78,1,19.4,2.8,2,2.1,2.4
361,Daishen Nix,PG,20,HOU,57,7,16,1.4,0.7,1.4,1.7
362,Zeke Nnaji,PF,22,DEN,53,5,13.7,2.1,0.3,1.4,2.6
363,Nerlens Noel,C,28,TOT,17,4,11.5,0.8,0.1,2.1,2.7
363,Nerlens Noel,C,28,DET,14,3,10.9,0.9,0.1,2.1,2.6
363,Nerlens Noel,C,28,BRK,3,1,14.3,0.3,0,2,3
364,Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,1,2.1,2.6
365,Frank Ntilikina,PG,24,DAL,47,5,12.9,1,0.4,1.2,1.3
366,Kendrick Nunn,SG-PG,27,TOT,70,2,13.8,2.7,1.1,1.3,1.6
366,Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,1.1,1.3,1.4
366,Kendrick Nunn,PG,27,WAS,31,0,14.1,2.9,1.2,1.4,1.7
367,Jusuf Nurki?,C,28,POR,52,52,26.8,5,0.8,6.9,9.1
368,Jordan Nwora,SF,24,TOT,62,14,19.2,3.1,1.4,2.9,3.7
368,Jordan Nwora,SF,24,MIL,38,3,15.7,2,1.1,2.3,3.1
368,Jordan Nwora,SF,24,IND,24,11,24.6,4.9,1.9,3.8,4.7
369,Royce O'Neale,SF,29,BRK,76,53,31.7,3,2.1,4.3,5.1
370,Chuma Okeke,SF,24,ORL,27,8,19.2,1.6,1,2.6,3.6
371,Josh Okogie,SG,24,PHO,72,26,18.8,2.3,0.9,2,3.5
372,Onyeka Okongwu,C,22,ATL,80,18,23.1,4,0.1,4.5,7.2
373,Isaac Okoro,SF,22,CLE,76,46,21.7,2.3,0.8,1.8,2.5
374,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,0.2,0.8,1
375,Victor Oladipo,SG,30,MIA,42,2,26.3,3.8,1.7,2.7,3
376,Kelly Olynyk,C,31,UTA,68,68,28.6,4.1,1.4,5,6.2
377,Eugene Omoruyi,SF,25,TOT,40,6,16.1,2.5,0.6,1.7,2.8
377,Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,0.3,1.3,2.3
377,Eugene Omoruyi,SF,25,DET,17,4,21.9,3.4,1,2.2,3.5
378,Cedi Osman,SF,27,CLE,77,2,20.1,3.1,1.5,2,2.3
379,Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,2.3,3.8,5.2
380,Chris Paul,PG,37,PHO,59,59,32,5,1.7,3.8,4.3
381,Cameron Payne,PG,28,PHO,48,15,20.2,3.9,1.4,2,2.2
382,Gary Payton II,PG,30,TOT,22,1,16.7,1.9,0.6,2,3.1
382,Gary Payton II,PG,30,POR,15,1,17,1.6,0.6,1.9,2.6
382,Gary Payton II,PG,30,GSW,7,0,16,2.4,0.6,2.3,4.3
383,Theo Pinson,SG,27,DAL,40,1,8.1,0.8,0.6,1.3,1.6
384,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,0.2,0.3,0.7
385,Mason Plumlee,C,32,TOT,79,60,26,4.2,0,6,8.9
385,Mason Plumlee,C,32,CHO,56,56,28.5,4.7,0,6.3,9.7
385,Mason Plumlee,C,32,LAC,23,4,19.9,2.8,0,5.1,6.9
386,Jakob Poeltl,C,27,TOT,72,71,26.5,5.4,0,5.8,9.1
386,Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,0,5.7,9
386,Jakob Poeltl,C,27,TOR,26,25,27.2,5.8,0,5.9,9.1
387,Aleksej Pokusevski,PF,21,OKC,34,25,20.6,3.2,1.1,3.4,4.7
388,Jordan Poole,PG,23,GSW,82,43,30,6.7,2.6,2.4,2.7
389,Kevin Porter Jr.,PG,22,HOU,59,59,34.3,6.6,2.4,4,5.3
390,Michael Porter Jr.,SF,24,DEN,62,62,29,6.4,3,4.5,5.5
391,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,0.8,1.6,2.4
392,Bobby Portis,PF,27,MIL,70,22,26,5.7,1.4,7.4,9.6
393,Kristaps Porzi??is,C,27,WAS,65,65,32.6,7.8,2.1,6.6,8.4
394,Micah Potter,PF,24,UTA,7,0,7.4,1.4,0.6,1.9,2.3
395,Dwight Powell,C,31,DAL,76,64,19.2,2.6,0,2.2,4.1
396,Norman Powell,SG,29,LAC,60,8,26.1,5.7,1.9,2.5,2.9
397,Jason Preston,PG,23,LAC,14,0,8.9,1.3,0.4,1.4,1.6
398,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,0.8,2.8,3.3
399,Taurean Prince,SF,28,MIN,54,4,22.1,3.3,1.4,2.2,2.4
400,Payton Pritchard,PG,25,BOS,48,3,13.4,2.1,1.2,1.3,1.8
401,Trevelin Queen,SG,25,IND,7,0,10,1,0.3,1.3,2.4
402,Neemias Queta,C,23,SAC,5,0,5.8,1.2,0,1.2,2.2
403,Immanuel Quickley,PG,23,NYK,81,21,28.9,5.2,2.1,3.4,4.2
404,Lester Quinones,SG,22,GSW,4,0,4.5,0.5,0.5,0.5,0.8
405,Julius Randle,PF,28,NYK,77,77,35.5,8.5,2.8,8.1,10
406,Austin Reaves,SG,24,LAL,64,22,28.8,4,1.3,2.5,3
407,Cam Reddish,SF,23,TOT,40,20,24.8,3.5,1.1,1.8,2.2
407,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,0.9,1.2,1.6
407,Cam Reddish,SF,23,POR,20,12,27.6,3.9,1.4,2.3,2.9
408,Davon Reed,SG,27,TOT,43,1,8,0.7,0.4,1.1,1.4
408,Davon Reed,SG,27,DEN,35,1,9,0.7,0.5,1.3,1.6
408,Davon Reed,SG,27,LAL,8,0,3.4,0.4,0.1,0.4,0.5
409,Paul Reed,C,23,PHI,69,2,10.9,1.8,0,2.2,3.8
410,Naz Reid,C,23,MIN,68,11,18.4,4.6,1.1,3.8,4.9
411,Jared Rhoden,SG,23,DET,14,0,14.1,1.2,0.4,1.9,2.6
412,Nick Richards,C,25,CHO,65,9,18.7,3,0,4.1,6.4
413,Josh Richardson,SG,29,TOT,65,10,23.5,3.7,1.6,2.1,2.7
413,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,1.8,2.1,2.8
413,Josh Richardson,SG,29,NOP,23,4,23.2,2.7,1.4,2,2.4
414,Austin Rivers,SG,30,MIN,52,10,19.5,1.8,0.8,1.5,1.6
415,Duncan Robinson,SF,28,MIA,42,1,16.5,2.1,1.5,1.5,1.6
416,Mitchell Robinson,C,24,NYK,59,58,27,3.2,0,4.9,9.4
417,Orlando Robinson,C,22,MIA,31,1,13.7,1.5,0,2.5,4.1
418,Jeremiah Robinson-Earl,PF,22,OKC,43,20,18.9,2.6,0.9,2.5,4.2
419,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,0.4,2,2.5
420,David Roddy,PF,21,MEM,70,4,18,2.6,0.9,2,2.8
421,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,0.3,0.8,1
422,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,0.7,1.2,1.5
423,Terrence Ross,SG,31,TOT,63,9,21.1,3.2,1.5,2.1,2.4
423,Terrence Ross,SG,31,ORL,42,9,22.5,3.1,1.5,1.8,2
423,Terrence Ross,SG,31,PHO,21,0,18.4,3.4,1.6,2.7,3.3
424,Terry Rozier,SG,28,CHO,63,63,35.3,7.8,2.6,3.3,4.1
425,Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,0.6,1.8,2.1
426,D'Angelo Russell,PG,26,TOT,71,71,32.5,6.3,2.7,2.5,3
426,D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,2.7,2.5,3.1
426,D'Angelo Russell,PG,26,LAL,17,17,30.9,6.3,2.7,2.5,2.9
427,Matt Ryan,SF,25,TOT,34,0,9.1,1.2,0.9,0.6,0.8
427,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,1.1,1,1.2
427,Matt Ryan,SF,25,MIN,22,0,8.2,1.1,0.9,0.5,0.5
428,Domantas Sabonis,C,26,SAC,79,79,34.6,7.3,0.4,9.1,12.3
429,Luka Šamani?,PF,23,UTA,7,4,23,3.7,1.1,4.3,4.3
430,Dario Šari?,PF,28,TOT,57,12,14.1,2.2,0.8,2.7,3.6
430,Dario Šari?,PF,28,PHO,37,12,14.4,2.1,0.7,2.8,3.8
430,Dario Šari?,PF,28,OKC,20,0,13.7,2.6,0.9,2.6,3.3
431,Olivier Sarr,C,23,OKC,9,1,12.7,1.7,0.1,2.1,3.4
432,Jordan Schakel,SF,24,WAS,2,0,3,0.5,0.5,0,0
433,Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,0.6,1.1,1.7
434,Dennis Schröder,PG,29,LAL,66,50,30.1,4.1,1.1,2.2,2.5
435,Jay Scrubb,SG,22,ORL,2,0,15,2.5,1,3,3
436,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,0,0,0.2
437,Alperen Þengün,C,20,HOU,75,72,28.9,5.9,0.3,5.8,9
438,Collin Sexton,SG,24,UTA,48,15,23.9,4.9,1,1.4,2.2
439,Landry Shamet,SG,25,PHO,40,9,20.2,2.8,1.9,1.4,1.7
440,Day'Ron Sharpe,C,21,BRK,48,3,11.5,1.9,0.1,2.1,4.2
441,Shaedon Sharpe,SG,19,POR,80,15,22.2,3.8,1.3,2.2,3
442,Pascal Siakam,C,28,TOR,71,71,37.4,8.9,1.3,6,7.8
443,Chris Silva,PF,26,DAL,1,0,3,1,0,0,0
444,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,0,5.3,6.3
445,Kobi Simmons,PG,25,CHO,5,0,5.6,0.2,0.2,0.6,0.8
446,Marko Simonovic,C,23,CHI,7,0,2.9,0.3,0.1,0.1,0.3
447,Anfernee Simons,SG,23,POR,62,62,35,7.5,3.4,2.3,2.6
448,Jericho Sims,C,24,NYK,52,16,15.6,1.6,0,2.8,4.7
449,Marcus Smart,PG,28,BOS,61,61,32.1,4.1,1.9,2.4,3.1
450,Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,0.4,2.6,3.1
451,Dru Smith,SG,25,TOT,15,1,10.5,1.2,0.3,1.5,1.6
451,Dru Smith,SG,25,MIA,5,1,13.4,1,0.2,1.6,1.8
451,Dru Smith,SG,25,BRK,10,0,9.1,1.3,0.4,1.4,1.5
452,Ish Smith,PG,34,DEN,43,0,9.3,1.2,0,1.1,1.3
453,Jabari Smith Jr.,PF,19,HOU,79,79,31,4.6,1.5,5.7,7.2
454,Jalen Smith,PF,22,IND,68,31,18.8,3.6,0.8,3.9,5.8
455,Xavier Sneed,SF,25,CHO,4,0,12,1.3,0.8,1.3,1.3
456,Jeremy Sochan,PF,19,SAS,56,53,26,4.5,0.6,3.6,5.3
457,Jaden Springer,SG,20,PHI,16,2,5.6,1.1,0.1,0.5,0.9
458,Lamar Stevens,PF,25,CLE,62,25,18.1,2.1,0.5,2.6,3.3
459,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,1.3,5.8,8.1
460,Max Strus,SF,26,MIA,80,33,28.4,4.1,2.5,2.6,3.2
461,Jalen Suggs,PG,21,ORL,53,19,23.5,3.5,1.2,2,3
462,Edmond Sumner,SG,27,BRK,53,12,13.9,2.3,0.6,1.2,1.5
463,Cole Swider,SF,23,LAL,7,0,5.9,0.4,0.4,0.9,1
464,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,0.4,2.5,3.8
465,Jayson Tatum,PF,24,BOS,74,74,36.9,9.8,3.2,7.7,8.8
466,Terry Taylor,PF,23,TOT,31,2,8.5,1.3,0.2,0.6,1.5
466,Terry Taylor,PF,23,IND,26,2,8.8,1.2,0.2,0.7,1.5
466,Terry Taylor,PF,23,CHI,5,0,7.2,1.8,0.2,0.6,1.6
467,Garrett Temple,SG,36,NOP,25,0,6.5,0.7,0.4,0.5,0.7
468,Dalen Terry,SG,20,CHI,38,0,5.6,0.8,0.2,0.7,1
469,Daniel Theis,C,30,IND,7,1,15.6,3,0.3,2.1,3.1
470,Cam Thomas,SG,21,BRK,57,4,16.6,3.5,0.9,1.5,1.7
471,Klay Thompson,SG,32,GSW,69,69,33,7.9,4.4,3.6,4.1
472,JT Thor,PF,20,CHO,69,8,14,1.4,0.6,1.7,2.2
473,Matisse Thybulle,SG,25,TOT,71,28,16.9,1.5,0.8,1.4,2
473,Matisse Thybulle,SG,25,PHI,49,6,12.1,1,0.4,0.9,1.3
473,Matisse Thybulle,SG,25,POR,22,22,27.7,2.7,1.5,2.6,3.5
474,Xavier Tillman Sr.,PF,24,MEM,61,29,19.3,3.1,0.1,3,5
475,Isaiah Todd,PF,21,WAS,6,1,10.2,0.5,0.2,1.7,2
476,Obi Toppin,PF,24,NYK,67,5,15.7,2.8,1.3,2.4,2.8
477,Juan Toscano-Anderson,SF,29,TOT,52,9,13.5,1.2,0.2,1.8,2.4
477,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,0.1,1.6,2
477,Juan Toscano-Anderson,SF,29,UTA,22,2,15.2,1.4,0.2,2.2,2.9
478,Karl-Anthony Towns,PF,27,MIN,29,29,33,7.3,2.1,6.5,8.1
479,Gary Trent Jr.,SG,24,TOR,66,44,32.1,6.1,2.5,2.2,2.6
480,P.J. Tucker,PF,37,PHI,75,75,25.6,1.3,0.7,2.7,3.9
481,Myles Turner,C,26,IND,62,62,29.4,6.5,1.5,6.1,7.5
482,Stanley Umude,SG,23,DET,1,0,2,0,0,0,0
483,Jonas Valan?i?nas,C,30,NOP,79,79,24.9,5.6,0.5,7.3,10.2
484,Jarred Vanderbilt,PF,23,TOT,78,65,24.1,3.2,0.4,5.3,7.5
484,Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,0.4,5.5,7.9
484,Jarred Vanderbilt,PF,23,LAL,26,24,24,2.8,0.4,4.8,6.7
485,Fred VanVleet,PG,28,TOR,69,69,36.7,6.3,3,3.6,4.1
486,Devin Vassell,SG,22,SAS,38,32,31,6.9,2.7,3.7,3.9
487,Gabe Vincent,PG,26,MIA,68,34,25.9,3.4,1.7,1.7,2.1
488,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,0,1.3,2.1
489,Nikola Vu?evi?,C,32,CHI,82,82,33.5,7.3,1.5,9.1,11
490,Dean Wade,PF,26,CLE,44,13,20.3,1.7,1,3,3.4
491,Franz Wagner,SF,21,ORL,80,80,32.6,6.8,1.6,3.2,4.1
492,Moritz Wagner,C,25,ORL,57,18,19.5,3.5,0.9,3.3,4.5
493,Ish Wainright,SF,28,PHO,60,2,15.3,1.4,1,1.6,2.3
494,Jabari Walker,SF,20,POR,56,0,11.1,1.5,0.3,1.5,2.3
495,Kemba Walker,PG,32,DAL,9,1,16,2.7,0.8,1.4,1.8
496,Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,1.6,1.7,1.9
497,John Wall,PG,32,LAC,34,3,22.2,4.1,1,2.3,2.7
498,T.J. Warren,PF-SF,29,TOT,42,0,16.4,3.1,0.5,2.3,2.9
498,T.J. Warren,PF,29,BRK,26,0,18.8,3.9,0.6,2.3,2.8
498,T.J. Warren,SF,29,PHO,16,0,12.3,1.9,0.4,2.3,3.1
499,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3,1.3,1.1,1.2
500,P.J. Washington,PF,24,CHO,73,73,32.6,5.9,2,3.9,4.9
501,TyTy Washington Jr.,PG,21,HOU,31,2,14,1.9,0.6,1.4,1.5
502,Yuta Watanabe,SF,28,BRK,58,1,16,2,1,1.9,2.4
503,Lindy Waters III,SG,25,OKC,41,0,13,1.7,1.4,1.4,1.8
504,Trendon Watford,PF,22,POR,62,12,19.1,2.9,0.4,3.2,3.8
505,Peyton Watson,SG,20,DEN,23,2,8.1,1.3,0.3,1.3,1.6
506,Blake Wesley,SG,19,SAS,37,1,18.1,1.9,0.5,1.9,2.2
507,Russell Westbrook,PG,34,TOT,73,24,29.1,5.9,1.2,4.6,5.8
507,Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,1.2,5,6.2
507,Russell Westbrook,PG,34,LAC,21,21,30.2,6.1,1.2,3.4,4.9
508,Coby White,SG,22,CHI,74,2,23.4,3.6,1.7,2.6,2.9
509,Derrick White,SG,28,BOS,82,70,28.3,4.3,1.8,2.9,3.6
510,Jack White,SF,25,DEN,17,0,3.9,0.5,0.2,0.6,1
511,Joe Wieskamp,SF,23,TOR,9,0,5.6,0.3,0.3,0.4,0.4
512,Aaron Wiggins,SG,24,OKC,70,14,18.5,2.7,0.7,2,3
513,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,2.4,3.4,5
514,Lindell Wigginton,PG,24,MIL,7,1,12.4,2.6,0.9,1,1
515,Alondes Williams,SG,23,BRK,1,0,5,0,0,1,1
516,Donovan Williams,SG,21,ATL,2,0,2,1,0,1,1
517,Grant Williams,PF,24,BOS,79,23,25.9,2.7,1.5,3.5,4.6
518,Jalen Williams,SG,21,OKC,75,62,30.3,5.5,1,3.4,4.5
519,Jaylin Williams,PF,20,OKC,49,36,18.7,2.1,0.9,4,4.9
520,Jeenathan Williams,SG,23,POR,5,4,25.4,4.8,0.6,1,3
521,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,0.9,3.1,4.9
522,Mark Williams,C,21,CHO,43,17,19.3,3.7,0,4.9,7.1
523,Patrick Williams,PF,21,CHI,82,65,28.3,3.8,1.4,3,4
524,Robert Williams,C,25,BOS,35,20,23.5,3.6,0,5.4,8.3
525,Vince Williams Jr.,SG,22,MEM,15,1,7,0.8,0.3,0.7,1
526,Ziaire Williams,SF,21,MEM,37,4,15.2,2.3,0.7,1.7,2.1
527,Zion Williamson,PF,22,NOP,29,29,33,9.8,0.2,5,7
528,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,0.3,0,0
529,Justise Winslow,SF,26,POR,29,11,26.8,2.8,0.5,3.3,5
530,James Wiseman,C,21,TOT,45,22,19.3,4.2,0.1,4.3,5.9
530,James Wiseman,C,21,GSW,21,0,12.5,2.8,0,2.6,3.5
530,James Wiseman,C,21,DET,24,22,25.2,5.4,0.1,5.8,8.1
531,Christian Wood,C,27,DAL,67,17,25.9,5.9,1.6,6,7.3
532,Delon Wright,PG,30,WAS,50,14,24.4,2.8,0.8,2.4,3.6
533,McKinley Wright IV,PG,24,DAL,27,1,12.4,1.7,0.3,1.4,1.7
534,Gabe York,SG,29,IND,3,0,18.7,2.7,2,2,2
535,Thaddeus Young,PF,34,TOR,54,9,14.7,2,0.1,1.8,3.1
536,Trae Young,PG,24,ATL,73,73,34.8,8.2,2.1,2.2,3
537,Omer Yurtseven,C,24,MIA,9,0,9.2,1.8,0.3,1.7,2.6
538,Cody Zeller,C,30,MIA,15,2,14.5,2.5,0,2.6,4.3
539,Ivica Zubac,C,25,LAC,76,76,28.6,4.3,0,6.8,9.9